Sample for t = 0.0
parameter = [0.0009136512037259285, 9.967526298314148, 1741.830219857957, 0.054003764685062725, 0.0007133621614204897, 5962.313214563877, 0.3049693612870258, 4558.159116122703, 0.14805535266965225] likelihood = -18416.59831814216
parameter = [0.0008959154877858352, 9.666810041047993, 1190.084538735134, 0.7372881594221841, 0.000658997515076119, 4054.2355618769807, 0.6676065179766318, 73238.38625497452, 0.5463463676525718] likelihood = -286287.34243754804
parameter = [0.000503060567198399, 8.751781444300327, 1573.2802236528341, 0.5638709335695562, 0.0009233530536794039, 3811.692304247916, 0.18956335250644693, 78387.89354537574, 0.21923089433246112] likelihood = -2444984.5048241997
parameter = [0.0005897739420947609, 8.667696769068513, 1334.3813918412416, 0.6514179015034942, 0.0003532206705707442, 4066.0977494021718, 0.1042623217099336, 40608.82856663029, 0.07580040623536026] likelihood = -20169392.176684752
parameter = [0.00039554897304697347, 8.570126507323991, 1818.848298366418, 0.25438061002182144, 0.00023645388483481113, 3563.5622152020214, 0.16519030641737759, 47765.85388018916, 0.10635384559421945] likelihood = -5632511.447945653
parameter = [0.00021405900274125937, 7.793584182401204, 1588.255873205063, 0.43748143221407704, 0.0003148193706399386, 3668.7670441953765, 0.7052126237026428, 86848.81811655695, 0.29079773463812975] likelihood = -2216723.4405118134
parameter = [0.0004024448060337525, 6.007080047841286, 1844.1663083112549, 0.7492831321206307, 0.00065614721012441, 3302.703359570876, 0.5614784169542513, 72947.84040711955, 0.14404353882003668] likelihood = -8074713.137522343
parameter = [0.0008959154877858352, 9.666810041047993, 1190.084538735134, 0.7372881594221841, 0.000658997515076119, 4054.2355618769807, 0.6676065179766318, 73238.38625497452, 0.5463463676525718] likelihood = -286287.34243754804
parameter = [0.0004024448060337525, 6.007080047841286, 1844.1663083112549, 0.7492831321206307, 0.00065614721012441, 3302.703359570876, 0.5614784169542513, 72947.84040711955, 0.14404353882003668] likelihood = -8074713.137522343
parameter = [0.0002636877768875558, 3.5684572874400056, 1614.316134591325, 0.9577934221750386, 0.0005379081964113915, 4084.3992431879037, 0.42904875496027806, 29063.023528492766, 0.3550095979434415] likelihood = -2996156.0843011746
parameter = [0.0008593517688503489, 2.8423639282312148, 1449.6759658620456, 0.9879543422776459, 0.0008454531363615396, 6162.606206917342, 0.08576068088037667, 19712.763265268695, 0.17956999652665312] likelihood = -3177503.5228985148
parameter = [0.0007870547286936889, 4.416231665267445, 1241.8735048590056, 0.42089110981143824, 4.940881528431526e-05, 4280.8816934148235, 0.2813521278747031, 1015.7283114404556, 0.4345306949121085] likelihood = -264295.48117810243
parameter = [0.0005686391252443062, 1.7854762886961004, 1199.4315362722382, 0.36929847781919484, 0.0006699486433371366, 3378.3271900841696, 0.7444286423799261, 30511.633175706625, 0.2377969312697558] likelihood = -935501.1414943078
parameter = [0.0007870547286936889, 4.416231665267445, 1241.8735048590056, 0.42089110981143824, 4.940881528431526e-05, 4280.8816934148235, 0.2813521278747031, 1015.7283114404556, 0.4345306949121085] likelihood = -264295.48117810243
parameter = [0.0006365335541388366, 1.579816106398754, 1158.0315357637076, 0.3432787854021791, 0.00011084996378444095, 5401.043353316786, 0.17614327590469422, 2085.5764568171726, 0.46526929379957455] likelihood = -190461.9499197333
parameter = [0.0008959154877858352, 9.666810041047993, 1190.084538735134, 0.7372881594221841, 0.000658997515076119, 4054.2355618769807, 0.6676065179766318, 73238.38625497452, 0.5463463676525718] likelihood = -286287.34243754804
parameter = [0.0005686391252443062, 1.7854762886961004, 1199.4315362722382, 0.36929847781919484, 0.0006699486433371366, 3378.3271900841696, 0.7444286423799261, 30511.633175706625, 0.2377969312697558] likelihood = -935501.1414943078
parameter = [0.00030423061982567696, 7.752372665383654, 1226.770892043437, 0.04040705652348127, 0.0004993415212647917, 5943.2789956638135, 0.9336768086865141, 14708.457907101074, 0.21233177851758067] likelihood = -77156.41135590614
parameter = [5.782353879412673e-05, 7.44662616532651, 1303.0278312454277, 0.05836782796778111, 0.0005539650939322944, 5648.811037323776, 0.5609801515220202, 39863.73637270165, 0.2602763838151632] likelihood = -1621868.9138312254
parameter = [9.371823328965547e-05, 5.992350830567655, 1006.9648029341682, 0.2171598514093691, 0.0009174965520139301, 4664.87483209569, 0.16176952990000218, 24324.70215273488, 0.2564306017215094] likelihood = -3018238.414926608
parameter = [0.0008959154877858352, 9.666810041047993, 1190.084538735134, 0.7372881594221841, 0.000658997515076119, 4054.2355618769807, 0.6676065179766318, 73238.38625497452, 0.5463463676525718] likelihood = -286287.34243754804
parameter = [0.0003113370593527681, 2.1553694301107393, 1785.7116642599242, 0.06955746565657288, 0.0003765858970600182, 3707.863163432606, 0.1311607191571581, 58480.516890105915, 0.27024896485429506] likelihood = -119831.50307561908
parameter = [0.00011266775709427116, 2.610847918889718, 1454.9868532867113, 0.08791214178267166, 0.00017463235692837323, 3478.2868058705317, 0.38737913598086776, 12234.377119697027, 0.3198912218994] likelihood = -835338.3868094897
parameter = [0.00023930590941725007, 4.154579506020434, 1462.2369533839465, 0.479324447845752, 0.00013183951635278973, 4358.855202805836, 0.5315326407749363, 4344.470807715344, 0.06326216298981525] likelihood = -39504298.437391125
parameter = [5.2139181159607616e-05, 4.635698430480632, 1545.784680272619, 0.43609310119026296, 7.722260306539413e-05, 6547.267951696055, 0.7681667111538152, 2827.476302924967, 0.15355082262366718] likelihood = -30701906.8617355
