Sample for t = 0.0
parameter = [2.60878453970627, 8.309220997880367, 2.0590990741100277, 6.751801522351993, 4.9477453747454465, 3.3441496563421214, 2.4207406548501633, 18.327869090458233, 4.747275415029683, 6.877917485436626, 0.08540430435088982] likelihood = -63147306.06727651
parameter = [2.1864996344508554, 5.560491331072897, 0.9573080542306566, 4.20165702156478, 1.6800250596896331, 4.42591375173247, 0.3204433899431052, 5.411022961822442, 4.968136927104811, 1.5490294705766574, 0.23538656193161125] likelihood = -8312864.668651748
parameter = [5.941436708959016, 5.752263073428213, 0.5937397099225504, 2.202891645572113, 4.494006461767271, 7.558646537571232, 0.42727257764551935, 9.911325827873155, 1.0770171165332498, 14.258354229168727, 0.40920097126096694] likelihood = -2750687.780455244
parameter = [2.823339849012957, 8.751541562609114, 0.31518529133521567, 1.6206674695237624, 3.270170696250901, 3.610119899026649, 2.53009923831376, 7.0325685343858755, 0.8229512534969278, 10.756035022017256, 0.4613678703281796] likelihood = -2163816.205472984
parameter = [1.4881579797009457, 12.265973340131719, 0.4032873173049202, 12.067410992120829, 0.49550665273408007, 5.4174927360983025, 1.9427704649932542, 5.181400352341566, 4.287264782237348, 7.815307286029285, 0.3468602527877718] likelihood = -3828293.090333323
parameter = [2.823339849012957, 8.751541562609114, 0.31518529133521567, 1.6206674695237624, 3.270170696250901, 3.610119899026649, 2.53009923831376, 7.0325685343858755, 0.8229512534969278, 10.756035022017256, 0.4613678703281796] likelihood = -2163816.205472984
parameter = [1.4881579797009457, 12.265973340131719, 0.4032873173049202, 12.067410992120829, 0.49550665273408007, 5.4174927360983025, 1.9427704649932542, 5.181400352341566, 4.287264782237348, 7.815307286029285, 0.3468602527877718] likelihood = -3828293.090333323
parameter = [1.7436210699497023, 11.674778926777853, 1.134088429500237, 16.12021338320044, 0.8215909873142385, 4.485522426677331, 1.4198340264335654, 3.918884242189199, 1.1530236974442056, 4.674780436818294, 0.26636982604599824] likelihood = -6491484.091543288
parameter = [2.7565048703545907, 7.220865743265525, 2.2979047693613626, 16.07637443372543, 0.47841882615255266, 3.840460276089579, 0.8578035098399535, 8.486694899561709, 2.80561270454944, 4.066153223766579, 0.22745213863985186] likelihood = -8902951.243889967
parameter = [1.276820764151452, 3.599576660236149, 0.8553866402031896, 9.111514801909813, 0.2820033760177785, 3.1893628090613957, 2.2153965941153486, 5.9074450696184275, 2.027103181567983, 1.4438441210151491, 0.34708084433130293] likelihood = -3823428.4064865983
parameter = [1.9770281670898153, 6.032656729421566, 0.4134965545794931, 10.663267611714748, 0.211879276324201, 2.936441644100041, 1.7706341909040089, 5.947601054156083, 3.7928579407232395, 2.844271656701751, 0.3837981148628985] likelihood = -3126862.3733688686
parameter = [2.754749430642032, 11.791728933819702, 0.192645648272226, 7.366681702067937, 0.16311456964591617, 5.639864407654622, 1.5992283579146858, 11.696099408583171, 1.7711197910888623, 3.839681528124531, 0.1564505246882305] likelihood = -18817420.976719793
parameter = [1.2971095258907663, 9.689211576081812, 0.13423743795206328, 2.1065546124004735, 0.2286381456594261, 6.347582873369178, 0.7233343011516383, 7.197956998070036, 2.073363306870187, 9.339457375790396, 0.17989567702559878] likelihood = -14232219.918566912
parameter = [2.048967796016617, 15.262248809890368, 0.49881040156028555, 1.334394662232543, 0.4484813799035746, 5.53087802965528, 1.1936040567413932, 3.4133155907987898, 3.7134122021078735, 15.791833430123242, 0.20605590235400775] likelihood = -10847856.794439614
parameter = [1.7385586725395066, 14.371780781610047, 0.46652418793369566, 1.5973155305128697, 0.4309916319971932, 13.813674829711568, 1.6466026865860968, 3.429530671163128, 5.348678215018669, 8.368736904632454, 0.23901130168866241] likelihood = -8062638.105640495
parameter = [1.1428426772314098, 10.047442312499518, 0.7703107222458767, 0.9378565934079818, 0.5176257559359183, 13.589078164861041, 1.0095031224617335, 5.959422690760309, 3.438969994348069, 14.690933070305238, 0.17008830245256384] likelihood = -15920812.42622699
parameter = [1.1250930204630545, 3.447649499359218, 0.6127771622249134, 2.5014551653560373, 1.5237644927612932, 27.5124932130451, 2.618569627041621, 12.501797759247665, 1.8401714908312183, 6.200767431734626, 0.37631157480161187] likelihood = -3252514.5180809963
parameter = [2.5407647464069627, 4.038932440819626, 0.8847112559866909, 9.505345799049877, 1.6271345552119683, 7.969637379570462, 3.1028151012494583, 5.515293768153724, 1.922841790007713, 10.984774983003117, 0.1545273049760832] likelihood = -19288732.603820786
parameter = [0.8541717057024046, 11.49831741818047, 1.5574916797548188, 4.516457256319059, 2.027035730279788, 3.7138484983100253, 2.663253229763394, 6.271352500027252, 3.0592102022768946, 9.22997701437678, 0.4241223542950896] likelihood = -2560544.9109147983
parameter = [0.5769425597819782, 10.223007321592481, 2.4828199449604695, 8.854651776771775, 2.0698639752442016, 5.819205354265653, 2.1271510472929367, 5.934526282083631, 2.7823240828418325, 3.3342545403274846, 0.5271902243145656] likelihood = -1657223.776292825
parameter = [1.3691911148110378, 0.9076532203015127, 1.4161858523557866, 2.327735190806663, 3.7585684174138967, 19.023720878741013, 1.9556595567381043, 6.185174295217887, 1.6630340141350406, 1.819828695143713, 0.4655086948985233] likelihood = -2125492.176473425
parameter = [1.4789748508540101, 2.3914516173616955, 2.575138106578929, 0.9920301769941048, 3.4082311003160397, 9.379087591584302, 2.5540263524995424, 4.247049862245764, 2.934875138498957, 1.2825681230631867, 0.4116138512073604] likelihood = -2718533.356062196
