Sample for t = 0.0
parameter = [0.4971875415020595, 5.5125643209414665, 1.205004039981017, 12.013781732318405, 3.070010500956886, 1.6896028637070786, 1.9341414886709938, 3.8219441575716293, 1.1614082874500138, 8.848976347766865, 2.4176524150808674, 4.909287878556692, 2.9099848886115924, 9.495095764380439, 1.0800602627491342, 6.277366624690616, 0.33228113720587926, 2.368955980360028, 2.726389978202959, 12.646576959516375, 3.1843202975744043, 4.360546120015982, 0.316339667380065, 1.2449243706802242, 2.0184521748400113, 7.562982163414379, 3.1254310703796997, 17.91776377526399, 0.3492442401603848, 4.482523536421203, 1.0063160951154857, 8.581211857320117, 0.0979689958693027] likelihood = -47874508.435081854
Sample for t = 4.3225653906885883e-07
parameter = [1.6022811335827234, 2.6857712410179073, 0.16994817242880914, 4.06271425441385, 2.2136354590235294, 3.1706171707955857, 1.465464074014093, 1.1899345633371674, 1.187007075916509, 7.122343347491165, 1.8762302864103306, 7.353966546447541, 5.096550830363367, 10.14014694337205, 1.184376104610015, 7.729024607266412, 2.0436536697468286, 11.630360744549652, 3.279056900370659, 4.565726445459814, 2.1781532454177395, 12.173334001886158, 1.7822135046659338, 4.72197547821914, 0.9712753237119985, 1.228100217840055, 0.4533116056744369, 5.472208607236612, 4.860519136763831, 5.576979579421087, 1.2542071531197132, 5.023733140935602, 0.4134598457705899] likelihood = -2692395.805015744
parameter = [0.13368450220928543, 0.01664114105627922, 1.1494967469958115, 4.773608934291809, 9.513850365101534, 2.0195040883886035e-05, 0.3109650776077315, 5.550315145971141, 2.985676805365797, 0.04480687053769432, 0.07491601237242368, 2.6594226877551463, 0.1319332161364536, 0.009451650796431094, 0.4930120410401835, 0.006910959223586942, 1.0392333207397928, 5.801972362711957, 0.5311240074928375, 0.0020767566584117413, 0.12114935113610116, 0.12720709835369756, 14.224842359536954, 0.0003954418880877727, 0.5959108267976199, 0.002078544471136321, 0.09895479141307136, 0.0036525544880354555, 1.43842420724324, 1.4565780804727315, 1.191006535555972, 0.4961144649255724, 0.2679085487132522] likelihood = -3673236.551170179
parameter = [4.1015913881296237e-13, 4.50936835120554e-19, 2.790113625134712e-51, 8.72252996595205e-73, 6.874303514144153e-05, 2.542043402997061e-33, 3.167649628958783e-08, 9.298198272716949e-38, 1e-150, 1.4015383451571073e-150, 6.836441181201205e-31, 3.360113104995639e-86, 2.9782326273867993e-88, 1.4543359742765663e-33, 1e-150, 3.2009882247616164e-150, 1.2961975205773575e-18, 1.7317663891443102e-39, 1.4160945306365467e-22, 8.062113731722502e-19, 0.010031894786254922, 7.950152936506835e-76, 5.169964832634746e-16, 2.1245583343390782e-103, 6.601588354564282e-17, 3.046166577980175e-150, 1.1723462285520131e-149, 4.0704848068570944e-60, 1.0988113933885696e-05, 3.18866100137673e-67, 0.0002776417648798826, 8.599772785907641e-127, 0.06496069322445194] likelihood = -10662787.149700213
parameter = [2.1705629187876077, 5.853389119426704e-06, 0.5514108515539091, 1.7605802645521142e-06, 0.05643910275855411, 4.5225392702686306e-08, 0.016534136055438624, 9.390327991741652e-11, 0.0001456527467000179, 5.4389535267192995e-09, 0.06314373046132543, 3.4727402915417814e-08, 1.7143966604601326, 3.829714851693828e-05, 1.035414620093946, 7.888351638994206e-17, 0.06938470449143659, 3.041704904577901e-14, 0.6502959307786064, 0.002529967777736236, 6.9268708782533, 2.7087723846762e-08, 0.19856805409976835, 6.253684165740165e-12, 0.318819523811898, 1.0337930456434316e-09, 3.3455134989397947e-12, 1.466309952305168e-12, 2.200395388909804, 1.5909951080111522e-06, 0.11811208826353974, 7.97100565973928e-09, 0.1373742957277042] likelihood = -13761895.819383122
Sample for t = 6.916104625101741e-06
parameter = [3.875537046314846e-14, 2.25841567562274e-19, 1.6951268939136163e-51, 8.803263957870972e-71, 5.3995982143470387e-05, 8.958995841967687e-34, 3.787059378522953e-08, 4.459801113773606e-38, 1e-150, 2.25666126295643e-150, 8.648315630928406e-31, 1.9268627578277066e-86, 8.054669588710859e-89, 8.256264072564717e-34, 1e-150, 1.4773004274049856e-150, 1.1878070073303779e-18, 4.3906675031869467e-38, 7.541352083839438e-23, 4.147836095060759e-19, 0.001917618202549642, 3.973535114506645e-76, 4.412353750498879e-16, 7.647521219333077e-104, 7.334345415992371e-17, 1.0617081086033984e-149, 1e-150, 4.1895729164155166e-61, 4.797791160079831e-06, 2.68939691900712e-67, 0.0003244423080051408, 4.653430409078008e-131, 0.06507550080919958] likelihood = -10625190.076382307
parameter = [4.298540304750742e-14, 2.2874174590676733e-19, 1.6262781458421277e-51, 7.929125551529293e-71, 5.4641183675634734e-05, 9.736548563634048e-34, 3.4114019805233704e-08, 4.231563347199262e-38, 2.516904090115798e-150, 2.9012800925493903e-150, 1.1746638189000247e-30, 1.9318116099897754e-86, 7.647325522916162e-89, 9.911848224622564e-34, 1e-150, 1.0272148981973899e-150, 1.084677706781812e-18, 4.4147981658810086e-38, 8.083380896308448e-23, 4.224852750262066e-19, 0.0016283696612303198, 4.247930462236613e-76, 4.820219729780334e-16, 7.94949737865508e-104, 7.400206513248518e-17, 1.1879084831166581e-149, 1e-150, 3.493990821671108e-61, 6.689824257738144e-06, 2.173439833801185e-67, 0.0003165203347028276, 4.922193739799095e-131, 0.06486481921929413] likelihood = -10694328.124070717
parameter = [4.3247661469085e-14, 2.286250265272902e-19, 1.1422783627963194e-51, 1.0123386947124e-70, 5.260971584135286e-05, 9.662664551302373e-34, 3.3561455508137905e-08, 4.654325782639082e-38, 1.6893492286885575e-150, 7.448904141883484e-150, 1.2957730223111489e-30, 2.2189387029175528e-86, 4.9587280390283554e-89, 1.0274020701261116e-33, 1e-150, 1e-150, 9.747108700972325e-19, 4.1111555998507633e-38, 8.260696363442168e-23, 4.1576521913572767e-19, 0.0018090846762238684, 4.3698587119651455e-76, 4.84757508706058e-16, 8.941304642762587e-104, 6.76816524795176e-17, 5.6589432769183e-150, 1.640831360488772e-150, 3.694535697334294e-61, 6.803249167247342e-06, 2.4479663688919223e-67, 0.00032769762146587757, 4.81430929754994e-131, 0.06483221285123027] likelihood = -10705088.586146334
