Sample for t = 0.0
parameter = [0.00048315163785156353, 7.474540430849877, 1466.6778042159783, 0.60904405210163, 7.475382112158518e-05, 5220.892796888533, 0.06632631276472734, 382.8983414311789, 0.0748340238623846] likelihood = -23361090.296449505
parameter = [0.0007560515816315588, 6.173413018034504, 1570.9113548754867, 0.19936269962227127, 8.288903097578682e-05, 6077.46186585998, 0.0691692660389455, 326.3444413426686, 0.17772594322653515] likelihood = -501166.7875619192
parameter = [0.0004871802060202298, 6.011560287022005, 1217.8416698288372, 0.35610758182677454, 0.00012369147272142162, 5317.758527178364, 0.025216444217143606, 354.4849291461754, 0.3789912750399382] likelihood = -519033.11209727847
parameter = [0.0006407161616141289, 4.028576932245764, 1184.09833478102, 0.07026709706828854, 0.0001014734407021795, 6659.888695619072, 0.04681390304586858, 635.8761555428713, 0.10368072753153214] likelihood = -192602.51675788546
parameter = [0.0009082065327107844, 2.079703277527506, 1531.6024024301566, 0.10977174251602394, 0.0003496577424667391, 5590.486026593301, 0.06441133675348802, 966.6983655812534, 0.34217441865311216] likelihood = -18436.673834501176
parameter = [0.0005743151965137083, 2.055337022711691, 1341.298776797189, 0.23996848314978522, 0.0003689690260850394, 5829.554758202768, 0.07043606729766295, 1348.2076470273048, 0.2579701035445129] likelihood = -448888.08115174656
parameter = [0.0003053579403777683, 7.034126681047572, 1612.8668422714206, 0.446979206587711, 0.00021289342064133415, 4105.887450544089, 0.03297879684986156, 597.0546714148868, 0.24632023224549013] likelihood = -2436803.5242017973
parameter = [0.0008996808537560774, 9.279096283624183, 1732.301882316106, 0.798832646713225, 9.734453050438832e-05, 5298.252219386585, 0.015617024855796434, 552.1054269098476, 0.0872295891873952] likelihood = -12206185.107010726
parameter = [0.0006231166621949799, 8.519993834352354, 1828.3982328983157, 0.41446367305496873, 0.00021595663414224274, 5283.936077855675, 0.010721345609995141, 337.31132347031263, 0.11618400186750324] likelihood = -4923382.134112187
parameter = [0.0005932738415192579, 8.512196250638677, 1299.6877668405025, 0.4565157114429983, 0.00019648080339736864, 6647.247518979255, 0.019041823815156567, 289.94621896858126, 0.06272856542277372] likelihood = -20119362.278812625
parameter = [0.0009020929247149836, 9.15605142752384, 1877.3052101712938, 0.18476851453226387, 0.00017511394473637405, 5562.586850484386, 0.05211512038201813, 344.61530366492707, 0.07219191332327386] likelihood = -1832902.8004809117
parameter = [0.0004426821382215184, 8.072755523139083, 1199.7210257677687, 0.25529690714068287, 0.00014811062262208439, 5039.889517563112, 0.09175733791891454, 481.2413167018601, 0.10346486804735307] likelihood = -5166247.895632435
parameter = [0.000817487877472883, 7.929560969032972, 1067.6955821075674, 0.6751100863218154, 0.0003986926614723815, 7287.903861128304, 0.06955899886003863, 503.3341329930708, 0.2434836764114492] likelihood = -1447057.6564144497
